Mod:Item:MetaData, Localized Name
customnpcs:npcEmeraldSword, Emerald Sword
customnpcs:npcDemonicSword, Demonic Sword
customnpcs:npcFrostSword, Frost Sword
customnpcs:npcMithrilSword, Mithril Sword
customnpcs:npcGolfClub, Golf Club
customnpcs:npcMagicWand, Magic Wand
customnpcs:npcChickenSword, Chicken Sword
customnpcs:npcHandCuffs, Handcuffs
customnpcs:npcHammer, Hammer
customnpcs:npcBaseballBat, Baseball Bat
customnpcs:npcLeadPipe, Lead Pipe
customnpcs:npcCleaver, Cleaver
customnpcs:npcSaber, Saber
customnpcs:npcHockeyStick, Hockey Stick
customnpcs:npcSledgeHammer, Sledgehammer
customnpcs:npcBrokenBottle, Broken Bottle
customnpcs:npcCombatKnive, Combat Knife
customnpcs:npcMacuahuitl, Macuahuitl
customnpcs:npcBoStaff, Bo Staff
customnpcs:npcSaiBlade, Sai Blade
customnpcs:npcSlingshot, Slingshot
customnpcs:npcMusket, Musket
customnpcs:npcLeafBlade, Leaf Blade
customnpcs:npcCrossbow, Crossbow
customnpcs:npcCrossBolt, Crossbow Bolt
customnpcs:npcBatton, Baton
customnpcs:npcGunChainsaw, GunChainsaw
customnpcs:npcRapier, Rapier
customnpcs:npcCrowbar, Crowbar
customnpcs:npcPipeWrench, Pipe Wrench
customnpcs:npcSwissArmyKnife, Swiss Army Knife
customnpcs:npcWrench, Wrench
customnpcs:npcExcalibur, Excalibur
customnpcs:npcWoodenShield, Round Wooden Shield
customnpcs:npcStoneShield, Round Stone Shield
customnpcs:npcIronShield, Round Iron Shield
customnpcs:npcGoldenShield, Round Golden Shield
customnpcs:npcDiaShield, Round Diamond Shield
customnpcs:npcBronzeShield, Round Bronze Shield
customnpcs:npcEmeraldShield, Round Emerald Shield
customnpcs:npcDemonicShield, Demonic Shield
customnpcs:npcFrostShield, Frost Shield
customnpcs:npcMithrilShield, Mithril Shield
customnpcs:npcFullWoodenShield, Wooden Shield
customnpcs:npcFullStoneShield, Stone Shield
customnpcs:npcFullIronShield, Iron Shield
customnpcs:npcFullGoldenShield, Golden Shield
customnpcs:npcFullDiaShield, Diamond Shield
customnpcs:npcFullBronzeShield, Bronze Shield
customnpcs:npcFullEmeraldShield, Emerald Shield
customnpcs:npcFullDemonicShield, Demonic Shield
customnpcs:npcFullFrostShield, Frost Shield
customnpcs:npcFullMithrilShield, Mithril Shield
customnpcs:npcHeaterShield, Steel Heater Shield
customnpcs:npcCryscentShield, Steel Cryscent Shield
customnpcs:npcScutumShield, Steel Scutum Shield
customnpcs:npcTowerShield, Steel Tower Shield
customnpcs:npcWoodenSpear, Wooden Spear
customnpcs:npcStoneSpear, Stone Spear
customnpcs:npcIronSpear, Iron Spear
customnpcs:npcGoldenSpear, Golden Spear
customnpcs:npcDiamondSpear, Diamond Spear
customnpcs:npcBronzeSpear, Bronze Spear
customnpcs:npcEmeraldSpear, Emerald Spear
customnpcs:npcDemonicSpear, Demonic Spear
customnpcs:npcFrostSpear, Frost Spear
customnpcs:npcMithrilSpear, Mithril Spear
customnpcs:npcWoodenHalberd, Wooden Halberd
customnpcs:npcStoneHalberd, Stone Halberd
customnpcs:npcIronHalberd, Iron Halberd
customnpcs:npcGoldenHalberd, Golden Halberd
customnpcs:npcDiamondHalberd, Diamond Halberd
customnpcs:npcBronzeHalberd, Bronze Halberd
customnpcs:npcEmeraldHalberd, Emerald Halberd
customnpcs:npcDemonicHalberd, Demonic Halberd
customnpcs:npcFrostHalberd, Frost Halberd
customnpcs:npcMithrilHalberd, Mithril Halberd
customnpcs:npcWoodenBattleAxe, Wooden Battle Axe
customnpcs:npcStoneBattleAxe, Stone Battle Axe
customnpcs:npcIronBattleAxe, Iron Battle Axe
customnpcs:npcGoldenBattleAxe, Golden Battle Axe
customnpcs:npcDiamondBattleAxe, Diamond Battle Axe
customnpcs:npcBronzeBattleAxe, Bronze Battle Axe
customnpcs:npcEmeraldBattleAxe, Emerald Battle Axe
customnpcs:npcDemonicBattleAxe, Demonic Battle Axe
customnpcs:npcFrostBattleAxe, Frost Battle Axe
customnpcs:npcMithrilBattleAxe, Mithril Battle Axe
customnpcs:npcWoodenWarhammer, Wooden Warhammer
customnpcs:npcStoneWarhammer, Stone Warhammer
customnpcs:npcIronWarhammer, Iron Warhammer
customnpcs:npcGoldenWarhammer, Golden Warhammer
customnpcs:npcDiamondWarhammer, Diamond Warhammer
customnpcs:npcBronzeWarhammer, Bronze Warhammer
customnpcs:npcEmeraldWarhammer, Emerald Warhammer
customnpcs:npcDemonicWarhammer, Demonic Warhammer
customnpcs:npcFrostWarhammer, Frost Warhammer
customnpcs:npcMithrilWarhammer, Mithril Warhammer
customnpcs:npcWoodenMace, Wooden Mace
customnpcs:npcStoneMace, Stone Mace
customnpcs:npcIronMace, Iron Mace
customnpcs:npcGoldenMace, Golden Mace
customnpcs:npcDiamondMace, Diamond Mace
customnpcs:npcBronzeMace, Bronze Mace
customnpcs:npcEmeraldMace, Emerald Mace
customnpcs:npcDemonicMace, Demonic Mace
customnpcs:npcFrostMace, Frost Mace
customnpcs:npcMithrilMace, Mithril Mace
customnpcs:npcWoodenDagger, Wooden Dagger
customnpcs:npcWoodenReversedDagger, Reversed Wooden Dagger
customnpcs:npcStoneDagger, Stone Dagger
customnpcs:npcStoneReversedDagger, Reversed Stone Dagger
customnpcs:npcIronDagger, Iron Dagger
customnpcs:npcIronReversedDagger, Reversed Iron Dagger
customnpcs:npcGoldenDagger, Golden Dagger
customnpcs:npcGoldenReversedDagger, Reversed Golden Dagger
customnpcs:npcDiamondDagger, Diamond Dagger
customnpcs:npcDiamondReversedDagger, Reversed Diamond Dagger
customnpcs:npcBronzeDagger, Bronze Dagger
customnpcs:npcBronzeReversedDagger, Reversed Bronze Dagger
customnpcs:npcEmeraldDagger, Emerald Dagger
customnpcs:npcEmeraldReversedDagger, Reversed Emerald Dagger
customnpcs:npcDemonicDagger, Demonic Dagger
customnpcs:npcDemonicReversedDagger, Reversed Demonic Dagger
customnpcs:npcFrostDagger, Frost Dagger
customnpcs:npcFrostReversedDagger, Reversed Frost Dagger
customnpcs:npcMithrilDagger, Mithril Dagger
customnpcs:npcMithrilReversedDagger, Reversed Mithril Dagger
customnpcs:npcNinjaClaw, Ninja Claw
customnpcs:npcSteelClaw, Steel Claw
customnpcs:npcBearClaw, Bear Claw
customnpcs:npcKatar, Katar
customnpcs:npcWoodenStaff, Wooden Staff
customnpcs:npcStoneStaff, Stone Staff
customnpcs:npcIronStaff, Iron Staff
customnpcs:npcGoldenStaff, Golden Staff
customnpcs:npcDiamondStaff, Diamond Staff
customnpcs:npcBronzeStaff, Bronze Staff
customnpcs:npcEmeraldStaff, Emerald Staff
customnpcs:npcDemonicStaff, Demonic Staff
customnpcs:npcFrostStaff, Frost Staff
customnpcs:npcMithrilStaff, Mithril Staff
customnpcs:npcElementalStaff:0, Elemental Staff
customnpcs:npcElementalStaff:1, Elemental Staff
customnpcs:npcElementalStaff:2, Elemental Staff
customnpcs:npcElementalStaff:3, Elemental Staff
customnpcs:npcElementalStaff:4, Elemental Staff
customnpcs:npcElementalStaff:5, Elemental Staff
customnpcs:npcElementalStaff:6, Elemental Staff
customnpcs:npcElementalStaff:7, Elemental Staff
customnpcs:npcElementalStaff:8, Elemental Staff
customnpcs:npcElementalStaff:9, Elemental Staff
customnpcs:npcElementalStaff:10, Elemental Staff
customnpcs:npcElementalStaff:11, Elemental Staff
customnpcs:npcElementalStaff:12, Elemental Staff
customnpcs:npcElementalStaff:13, Elemental Staff
customnpcs:npcElementalStaff:14, Elemental Staff
customnpcs:npcElementalStaff:15, Elemental Staff
customnpcs:npcWoodenScythe, Wooden Scythe
customnpcs:npcStoneScythe, Stone Scythe
customnpcs:npcIronScythe, Iron Scythe
customnpcs:npcGoldenScythe, Golden Scythe
customnpcs:npcDiamondScythe, Diamond Scythe
customnpcs:npcEmeraldScythe, Emerald Scythe
customnpcs:npcBronzeScythe, Bronze Scythe
customnpcs:npcDemonicScythe, Demonic Scythe
customnpcs:npcFrostScythe, Frost Scythe
customnpcs:npcMithrilScythe, Mithril Scythe
customnpcs:npcWoodenGlaive, Wooden Glaive
customnpcs:npcStoneGlaive, Stone Glaive
customnpcs:npcIronGlaive, Iron Glaive
customnpcs:npcGoldenGlaive, Golden Glaive
customnpcs:npcDiamondGlaive, Diamond Glaive
customnpcs:npcBronzeGlaive, Bronze Glaive
customnpcs:npcEmeraldGlaive, Emerald Glaive
customnpcs:npcDemonicGlaive, Demonic Glaive
customnpcs:npcFrostGlaive, Frost Glaive
customnpcs:npcMithrilGlaive, Mithril Glaive
customnpcs:npcWoodenBroadsword, Wooden Broadsword
customnpcs:npcStoneBroadsword, Stone Broadsword
customnpcs:npcIronBroadsword, Iron Broadsword
customnpcs:npcGoldenBroadsword, Golden Broadsword
customnpcs:npcDiamondBroadsword, Diamond Broadsword
customnpcs:npcBronzeBroadsword, Bronze Broadsword
customnpcs:npcEmeraldBroadsword, Emerald Broadsword
customnpcs:npcDemonicBroadsword, Demonic Broadsword
customnpcs:npcFrostBroadsword, Frost Broadsword
customnpcs:npcMithrilBroadsword, Mithril Broadsword
customnpcs:npcCowleatherHead, Cowleather Helmet
customnpcs:npcCowleatherChest, Cowleather ChestPlate
customnpcs:npcCowleatherLegs, Cowleather Leggings
customnpcs:npcCowleatherBoots, Cowleather Boots
customnpcs:npcNanorumHead, Nanorum Helmet
customnpcs:npcNanorumChest, Nanorum ChestPlate
customnpcs:npcNanorumLegs, Nanorum Leggings
customnpcs:npcNanorumBoots, Nanorum Boots
customnpcs:npcTacticalHead, Tactical Helmet
customnpcs:npcTacticalChest, Tactical Vest
customnpcs:npcFullLeatherHead, Full Leather Helmet
customnpcs:npcFullLeatherChest, Full Leather ChestPlate
customnpcs:npcFullIronHead, Full Iron Helmet
customnpcs:npcFullIronChest, Full Iron ChestPlate
customnpcs:npcFullGoldHead, Full Gold Helmet
customnpcs:npcFullGoldChest, Full Gold ChestPlate
customnpcs:npcFullDiamondHead, Full Diamond Helmet
customnpcs:npcFullDiamondChest, Full Diamond ChestPlate
customnpcs:npcFullBronzeHead, Full Bronze Helmet
customnpcs:npcFullBronzeChest, Full Bronze ChestPlate
customnpcs:npcFullBronzeLeggings, Full Bronze Leggings
customnpcs:npcFullBronzeBoots, Full Bronze Boots
customnpcs:npcFullEmeraldHead, Full Emerald Helmet
customnpcs:npcFullEmeraldChest, Full Emerald ChestPlate
customnpcs:npcFullEmeraldLeggings, Full Emerald Leggings
customnpcs:npcFullEmeraldBoots, Full Emerald Boots
customnpcs:npcFullWoodenHead, Full Wooden Helmet
customnpcs:npcFullWoodenChest, Full Wooden ChestPlate
customnpcs:npcFullWoodenLeggings, Full Wooden Leggings
customnpcs:npcFullWoodenBoots, Full Wooden Boots
customnpcs:npcTuxedoChest, Tuxedo Chest
customnpcs:npcTuxedoPants, Tuxedo Pants
customnpcs:npcTuxedoBottom, Tuxedo Trenchcoat
customnpcs:npcWizardHead, Wizard Head
customnpcs:npcWizardChest, Wizard Chest
customnpcs:npcWizardPants, Wizard Leggings
customnpcs:npcAssassinHead, Assassins Helmet
customnpcs:npcAssassinChest, Assassins ChestPlate
customnpcs:npcAssassinLeggings, Assassins Leggings
customnpcs:npcAssassinBoots, Assassins Boots
customnpcs:npcSoldierHead, Soldier Helmet
customnpcs:npcSoldierChest, Soldier ChestPlate
customnpcs:npcSoldierLegs, Soldier Leggings
customnpcs:npcSoldierBottom, Soldier Trenchcoat
customnpcs:npcX407Head, X407 Prototype Helmet
customnpcs:npcX407Chest, X407 Prototype ChestPlate
customnpcs:npcX407Legs, X407 Prototype Leggings
customnpcs:npcX407Boots, X407 Prototype Boots
customnpcs:npcMithrilHead, Mithril Helmet
customnpcs:npcMithrilChest, Mithril ChestPlate
customnpcs:npcMithrilLegs, Mithril Leggings
customnpcs:npcMithrilBoots, Mithril Boots
customnpcs:npcDemonicHead, Demonic Helmet
customnpcs:npcDemonicChest, Demonic ChestPlate
customnpcs:npcDemonicLegs, Demonic Leggings
customnpcs:npcDemonicBoots, Demonic Boots
customnpcs:npcCommissarHead, Commissar Helmet
customnpcs:npcCommissarChest, Commissar ChestPlate
customnpcs:npcCommissarLegs, Commissar Leggings
customnpcs:npcCommissarBottom, Commissar Trenchcoat
customnpcs:npcInfantryHelmet, Infantry Helmet
customnpcs:npcOfficerChest, Officer ChestPlate
customnpcs:npcCrown2, Crown
customnpcs:npcCrown, Crown
customnpcs:npcPaperCrown, Paper Crown
customnpcs:npcNinjaHead, Ninja Head
customnpcs:npcNinjaChest, Ninja Chest
customnpcs:npcNinjaPants, Ninja Leggings
customnpcs:npcChainSkirt, Chain Skirt
customnpcs:npcLeatherSkirt, Leather Skirt
customnpcs:npcGoldSkirt, Golden Skirt
customnpcs:npcIronSkirt, Iron Skirt
customnpcs:npcDiamondSkirt, Diamond Skirt
customnpcs:npcEmeraldSkirt, Emerald Skirt
customnpcs:npcBronzeSkirt, Bronze Skirt
customnpcs:npcDemonicSkirt, Demonic Skirt
customnpcs:npcMithrilSkirt, Mithril Skirt
customnpcs:npcCoinWooden, Wooden Coin
customnpcs:npcCoinStone, Stone Coin
customnpcs:npcCoinBronze, Bronze Coin
customnpcs:npcCoinIron, Iron Coin
customnpcs:npcCoinGold, Golden Coin
customnpcs:npcCoinDiamond, Diamond Coin
customnpcs:npcCoinEmerald, Emerald Coin
customnpcs:npcAncientCoin, Ancient Coin
customnpcs:npcLetter, Letter
customnpcs:npcPlans, Plans
customnpcs:npcSatchel, Satchel
customnpcs:npcBag, Bag
customnpcs:npcCrystal, Crystal
customnpcs:npcSeveredEar, Severed Ear
customnpcs:npcPhone, Phone
customnpcs:npcBanditMask, Bandit Mask
customnpcs:npcBrokenArrow, Broken Arrow
customnpcs:npcEarthElement, Earth Element
customnpcs:npcWaterElement, Water Element
customnpcs:npcFireElement, Fire Element
customnpcs:npcAirElement, Air Element
customnpcs:npcCarKey, Car Key
customnpcs:npcKey, Key
customnpcs:npcKey2, Key
customnpcs:npcPendant, Pendant
customnpcs:npcBlueprint, Blueprint
customnpcs:npcRing, Ring
customnpcs:npcSkull, Skull
customnpcs:npcSaphire, Sapphire
customnpcs:npcRuby, Ruby
customnpcs:npcAmethyst, Amethyst
customnpcs:npcBronzeIngot, Bronze Ingot
customnpcs:npcDemonicIngot, Demonic Ingot
customnpcs:npcMithrilIngot, Mithril Ingot
customnpcs:npcAncientScroll, Ancient Scroll
customnpcs:npcArtifact, Artifact
customnpcs:npcLocket, Locket
customnpcs:npcSilk, Silk
customnpcs:npcStatuette, Statuette
customnpcs:npcTablet, Tablet
customnpcs:npcHeart, Heart
customnpcs:npcMoney, Money
customnpcs:npcNecklace, Necklace
customnpcs:npcUsbStick, USB-Stick
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, Spawn Egg
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, Flux Capacitor
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
EnderIO:itemCoordSelector, Coordinate Selector
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemFrankenSkull:4, Sentient Ender
EnderIO:itemFrankenSkull:5, Skeletal Contractor
EnderIO:itemFrankenSkull:6, Guardian Diode
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemPowerConduitEndergy:0, Clay Compound Energy Conduit
EnderIO:itemPowerConduitEndergy:1, Iron Energy Conduit
EnderIO:itemPowerConduitEndergy:2, Aluminum Energy Conduit
EnderIO:itemPowerConduitEndergy:3, Gold Energy Conduit
EnderIO:itemPowerConduitEndergy:4, Copper Energy Conduit
EnderIO:itemPowerConduitEndergy:5, Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:6, Electrum Energy Conduit
EnderIO:itemPowerConduitEndergy:7, Energetic Silver Energy Conduit
EnderIO:itemPowerConduitEndergy:8, Crystalline Energy Conduit
EnderIO:itemPowerConduitEndergy:9, Crystalline Pink Slime Energy Conduit
EnderIO:itemPowerConduitEndergy:10, Melodic Energy Conduit
EnderIO:itemPowerConduitEndergy:11, Stellar Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemLiquidConduit:3, Crystalline Ender Fluid Conduit
EnderIO:itemLiquidConduit:4, Crystalline Pink Slime Ender Fluid Conduit
EnderIO:itemLiquidConduit:5, Melodic Ender Fluid Conduit
EnderIO:itemLiquidConduit:6, Stellar Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemGasConduit:0, Gas Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemBigFilterUpgrade:0, Big Item Filter
EnderIO:itemBigFilterUpgrade:1, Big Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemLimitedItemFilter, Limited Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemFunctionUpgrade:0, Remote Awareness Upgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemBasicCapacitor:3, Crystalline Capacitor
EnderIO:itemBasicCapacitor:4, Melodic Capacitor
EnderIO:itemBasicCapacitor:5, Stellar Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:6, Totemic Capacitor
EnderIO:itemBasicCapacitor:7, Silver Capacitor
EnderIO:itemBasicCapacitor:8, Endergetic Capacitor
EnderIO:itemBasicCapacitor:9, Endergised Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMachinePart:2, Soul Machine Chassis
EnderIO:itemMachinePart:3, End Steel Chassis
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemMaterial:11, End Steel Nugget
EnderIO:itemMaterial:12, Dark Steel Rod
EnderIO:itemMaterial:13, Precient Crystal
EnderIO:itemMaterial:14, Grains of Piezallity
EnderIO:itemMaterial:15, Grains of Vibrancy
EnderIO:itemMaterial:16, Grains of the End
EnderIO:itemMaterial:17, Grains of Prescience
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemAlloy:8, End Steel
EnderIO:itemGrindingBall:0, Electrical Steel Ball
EnderIO:itemGrindingBall:1, Energetic Alloy Ball
EnderIO:itemGrindingBall:2, Vibrant Alloy Ball
EnderIO:itemGrindingBall:3, Redstone Alloy Ball
EnderIO:itemGrindingBall:4, Conductive Iron Ball
EnderIO:itemGrindingBall:5, Pulsating Iron Ball
EnderIO:itemGrindingBall:6, Dark Steel Ball
EnderIO:itemGrindingBall:7, Soularium Ball
EnderIO:itemGrindingBall:8, End Steel Ball
EnderIO:itemAlloyEndergy:0, Clay Compound
EnderIO:itemAlloyEndergy:1, Crystalline Alloy
EnderIO:itemAlloyEndergy:2, Melodic Alloy
EnderIO:itemAlloyEndergy:3, Stellar Alloy
EnderIO:itemAlloyEndergy:4, Crystalline Pink Slime
EnderIO:itemAlloyEndergy:5, Energetic Silver
EnderIO:itemAlloyEndergy:6, Vivid Alloy
EnderIO:itemGrindingBallEndergy:0, Clay Compound Grinding Ball
EnderIO:itemGrindingBallEndergy:1, Crystalline Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:2, Melodic Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:3, Stellar Alloy Grinding Ball
EnderIO:itemGrindingBallEndergy:4, Crystalline Pink Slime Grinding Ball
EnderIO:itemGrindingBallEndergy:5, Energetic Silver Grinding Ball
EnderIO:itemGrindingBallEndergy:6, Vivid Alloy Grinding Ball
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, Cloud Seed Bucket
EnderIO:bucketCloud_seed_concentrated, Concentrated Cloud Seed Bucket
EnderIO:bucketEnder_distillation, Dew of the Void Bucket
EnderIO:bucketVapor_of_levity, Vapor of Levity Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemTeleportStaff:0, Staff of Teleportation
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:item.endSteel_helmet, End Steel Helm
EnderIO:item.endSteel_chestplate, End Steel Plate
EnderIO:item.endSteel_leggings, End Steel Leggings
EnderIO:item.endSteel_boots, End Steel Boots
EnderIO:item.endSteel_sword, The Ender MKII
EnderIO:item.endSteel_pickaxe, End Steel Pick
EnderIO:item.endSteel_axe, End Steel Axe
EnderIO:item.stellar_helmet, Stellar Helm
EnderIO:item.stellar_chestplate, Stellar Plate
